Time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	GyroX(°/s)	GyroY(°/s)	GyroZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	MagX(μt)	MagY(μt)	MagZ(μt)	Temp(℃)	Q0()	Q1()	Q2()	Q3()	Version number()	
13:24:22.804	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.144	0.013	-1.003	-4.944	-6.714	-17.517	-179.594	5.021	-170.535	2.1	18.56	35.013	23.830	0.059	-0.048	0.997	0.001	10080.1.3	
13:24:22.895	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.137	-0.029	-0.946	-12.634	-12.634	-26.062	-179.769	6.460	-167.838	2.1	18.56	35.013	23.770	0.059	-0.048	0.997	0.001	10080.1.3	
13:24:23.007	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.091	-0.030	-0.985	7.507	-5.249	-24.719	-179.863	6.795	-165.130	-2.753	17.34	35.793	23.770	0.059	-0.048	0.997	0.001	10080.1.3	
13:24:23.098	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.082	-0.031	-1.013	0.244	5.676	-18.250	-179.385	6.301	-162.625	-2.753	17.34	35.793	23.770	0.059	-0.048	0.997	0.001	10080.1.3	
13:24:23.210	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.043	0.035	-0.939	-10.925	7.629	-27.222	-179.665	5.916	-159.576	-2.753	17.34	35.793	23.770	0.055	-0.160	0.985	0.004	10080.1.3	
13:24:23.301	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.072	0.188	-1.027	-0.244	9.583	-82.031	-179.742	4.735	-154.193	-8.867	15.58	36.32	23.770	0.055	-0.160	0.985	0.004	10080.1.3	
13:24:23.411	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.019	0.000	-0.985	-9.644	-9.033	-135.376	-179.698	4.785	-143.009	-8.867	15.58	36.32	23.770	0.055	-0.160	0.985	0.004	10080.1.3	
13:24:23.501	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.031	-0.167	-0.962	6.836	25.818	-53.772	-178.879	3.708	-133.621	-8.867	15.58	36.32	23.770	0.041	-0.347	0.937	0.012	10080.1.3	
13:24:23.614	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.042	-0.110	-0.964	-4.456	19.531	-27.405	-177.852	1.851	-128.040	-17.627	11.573	36.08	23.770	0.041	-0.347	0.937	0.012	10080.1.3	
13:24:23.684	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.203	-0.160	-1.041	-3.967	2.563	-17.578	-177.209	1.016	-124.113	-17.627	11.573	36.08	23.770	0.041	-0.347	0.937	0.012	10080.1.3	
13:24:23.816	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.129	0.013	-0.908	-69.031	110.962	-37.659	-178.896	-0.939	-121.882	-17.627	11.573	36.08	23.770	0.018	-0.478	0.878	-0.014	10080.1.3	
13:24:23.883	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.475	-0.010	-1.135	-13.367	-20.203	-71.838	-179.890	-1.445	-115.477	-22.0	6.3	36.187	23.770	0.018	-0.478	0.878	-0.014	10080.1.3	
13:24:24.042	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.640	-1.309	-2.873	68.604	10.681	-39.490	-176.852	-0.264	-108.583	-22.0	6.3	36.187	23.770	0.024	-0.592	0.805	-0.043	10080.1.3	
13:24:24.087	WT901BLE67(C1:7D:B8:9B:C4:D7)	1.973	-3.140	-1.706	126.221	54.016	164.368	-166.800	-2.093	-110.490	-22.0	6.3	36.187	23.770	0.024	-0.592	0.805	-0.043	10080.1.3	
13:24:24.225	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.313	-1.296	-0.530	-139.832	63.110	936.890	-164.257	12.354	-160.071	-11.6	21.0	30.007	23.770	0.024	-0.592	0.805	-0.043	10080.1.3	
13:24:24.291	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.285	-0.217	0.059	-173.157	5.188	1041.748	165.784	-0.862	93.845	-11.6	21.0	30.007	23.770	0.024	-0.592	0.805	-0.043	10080.1.3	
13:24:24.426	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.254	-0.197	-0.107	-7.019	-166.077	1040.344	178.380	-12.640	-12.057	-11.6	21.0	30.007	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:24.492	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.258	-0.170	-0.305	147.827	12.756	1038.452	-164.877	11.448	-111.226	-11.6	21.0	30.007	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:24.626	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.295	-0.203	-0.376	7.690	133.362	1036.743	174.897	10.349	140.900	-11.6	21.0	30.007	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:24.696	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.299	-0.196	-0.625	-103.516	-42.847	1035.278	173.156	-11.552	37.326	-11.6	21.0	30.007	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:24.851	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.254	-0.197	-0.625	-2.808	-80.872	1033.203	-173.666	-3.351	-66.132	-20.027	-5.3	29.447	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:24.898	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.249	-0.223	-0.742	84.167	50.415	1031.006	-174.694	9.272	-167.888	-20.027	-5.3	29.447	23.770	0.060	0.976	0.164	0.133	10080.1.3	
13:24:25.040	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.298	-0.185	-0.728	-13.428	60.852	1029.297	177.171	1.511	86.006	-20.027	-5.3	29.447	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.100	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.239	-0.180	-0.769	-65.125	-52.185	1027.283	177.440	-5.900	-16.057	-20.027	-5.3	29.447	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.239	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.376	-0.186	-0.906	45.715	-39.978	1025.696	-176.429	-0.143	-116.752	-20.027	-5.3	29.447	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.302	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.081	-0.772	-0.275	-15.076	-160.461	843.201	173.749	-3.977	149.733	-20.027	-5.3	29.447	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.459	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.084	-0.333	-1.041	71.411	-21.484	749.939	-176.545	-4.147	67.978	25.813	-19.04	26.207	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.505	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.040	-0.079	-1.058	1.526	0.549	689.453	-173.787	2.021	-3.878	25.813	-19.04	26.207	23.770	0.030	0.699	0.714	0.003	10080.1.3	
13:24:25.617	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.132	0.247	-1.155	5.676	-0.793	577.698	-178.726	5.729	-67.280	25.813	-19.04	26.207	23.770	0.037	-0.845	0.533	0.036	10080.1.3	
13:24:25.752	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.243	0.247	-1.008	3.357	-9.766	465.454	176.545	3.950	-119.064	-10.593	9.633	23.507	23.770	0.037	-0.845	0.533	0.036	10080.1.3	
13:24:25.841	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.063	-0.089	-1.045	3.784	-6.592	406.189	174.963	0.148	-162.565	-10.593	9.633	23.507	23.770	0.037	-0.845	0.533	0.036	10080.1.3	
13:24:25.910	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.061	0.208	-1.365	-29.358	-24.719	132.935	175.649	-3.444	167.245	-10.593	9.633	23.507	23.770	-0.025	0.088	0.995	0.038	10080.1.3	
13:24:26.034	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.001	0.249	-0.707	1.465	-3.967	44.434	176.034	-5.131	155.094	1.66	1.5	23.0	23.770	-0.025	0.088	0.995	0.038	10080.1.3	
13:24:26.112	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.006	-0.005	-1.010	0.427	-1.038	-0.061	176.078	-5.488	151.886	1.66	1.5	23.0	23.770	-0.025	0.088	0.995	0.038	10080.1.3	
13:24:26.234	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.005	-0.006	-1.004	0.000	0.061	0.000	176.232	-5.455	150.271	1.66	1.5	23.0	23.770	-0.037	0.252	0.966	0.045	10080.1.3	
13:24:26.314	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.005	-0.005	-1.004	-0.061	0.061	0.000	176.473	-5.257	149.161	1.127	1.267	23.167	23.770	-0.037	0.252	0.966	0.045	10080.1.3	
13:24:26.435	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.005	-0.005	-1.004	0.000	0.000	0.000	176.721	-4.993	148.348	1.127	1.267	23.167	23.770	-0.037	0.252	0.966	0.045	10080.1.3	
