Time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	GyroX(°/s)	GyroY(°/s)	GyroZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	MagX(μt)	MagY(μt)	MagZ(μt)	Temp(℃)	Q0()	Q1()	Q2()	Q3()	Version number()	
13:25:55.277	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.110	-0.411	-0.843	17.761	-1.404	-23.010	-163.515	3.812	-130.441	-6.64	26.3	28.587	23.720	0.081	-0.393	0.910	-0.107	10080.1.3	
13:25:55.345	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.114	-0.185	-1.080	-18.921	-2.808	-41.809	-164.498	2.450	-127.535	-16.087	19.88	32.207	23.720	0.081	-0.393	0.910	-0.107	10080.1.3	
13:25:55.457	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.075	-0.322	-1.067	-52.795	-16.785	-55.359	-167.596	2.049	-121.624	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:55.547	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.058	-0.122	-0.947	-42.786	-17.944	-61.340	-172.233	2.955	-115.049	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:55.659	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.116	-0.161	-1.118	-7.080	-1.953	-76.233	-174.364	2.653	-107.128	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:55.750	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.096	-0.069	-1.246	-17.883	-5.432	-80.566	-174.765	1.362	-98.635	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:55.861	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.078	-0.182	-1.205	-39.429	-30.457	-48.279	-177.676	1.901	-90.456	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:55.951	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.260	0.202	-0.833	-66.589	-23.438	-40.649	175.023	4.191	-86.320	-16.087	19.88	32.207	23.720	0.066	-0.493	0.864	-0.076	10080.1.3	
13:25:56.086	WT901BLE67(C1:7D:B8:9B:C4:D7)	2.260	-0.233	-0.653	14.282	50.537	-8.057	173.452	4.774	-81.804	-16.087	19.88	32.207	23.720	-0.020	-0.750	0.660	0.019	10080.1.3	
13:25:56.155	WT901BLE67(C1:7D:B8:9B:C4:D7)	2.406	-4.198	-1.169	168.945	201.904	518.433	-169.634	-8.102	-100.569	-16.087	19.88	32.207	23.720	-0.020	-0.750	0.660	0.019	10080.1.3	
13:25:56.265	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.500	-1.854	-0.535	-108.032	2.319	1400.940	-178.709	2.351	153.726	-12.433	15.1	34.12	23.720	-0.020	-0.750	0.660	0.019	10080.1.3	
13:25:56.356	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.471	-0.382	-0.092	-73.059	-49.744	1399.353	-178.495	-5.581	12.365	-12.433	15.1	34.12	23.720	-0.051	0.818	-0.572	-0.002	10080.1.3	
13:25:56.492	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.511	-0.304	-0.291	71.106	-27.527	1396.973	-177.759	9.168	-123.832	-12.433	15.1	34.12	23.720	-0.051	0.818	-0.572	-0.002	10080.1.3	
13:25:56.559	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.498	-0.360	-0.407	0.183	58.960	1394.165	176.754	-5.801	95.032	0.653	12.12	31.96	23.720	-0.051	0.818	-0.572	-0.002	10080.1.3	
13:25:56.671	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.483	-0.356	-0.635	-52.979	-46.814	1391.357	-173.073	1.599	-43.286	0.653	12.12	31.96	23.720	0.063	-0.743	0.666	0.021	10080.1.3	
13:25:56.760	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.517	-0.317	-0.798	50.964	19.897	1388.184	174.232	3.867	179.401	0.653	12.12	31.96	23.720	0.063	-0.743	0.666	0.021	10080.1.3	
13:25:56.873	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.482	-0.349	-0.869	-21.118	6.653	1385.071	-175.012	-4.872	39.276	14.28	2.973	35.52	23.720	0.063	-0.743	0.666	0.021	10080.1.3	
13:25:56.962	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.479	-0.336	-0.872	-3.296	-11.169	1381.348	179.308	4.752	-95.724	14.28	2.973	35.52	23.720	-0.004	-0.038	-0.999	-0.026	10080.1.3	
13:25:57.076	WT901BLE67(C1:7D:B8:9B:C4:D7)	-7.873	-0.324	-1.112	47.058	7.385	1378.113	-179.841	-2.021	126.749	14.28	2.973	35.52	23.720	-0.004	-0.038	-0.999	-0.026	10080.1.3	
13:25:57.168	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.027	-7.356	-2.787	10.132	-156.677	1001.648	-171.008	6.542	-4.647	18.587	-17.433	23.433	23.720	-0.004	-0.038	-0.999	-0.026	10080.1.3	
13:25:57.280	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.150	-0.101	1.741	237.549	19.592	798.645	179.528	29.196	-91.263	18.587	-17.433	23.433	23.720	0.154	-0.362	0.909	0.136	10080.1.3	
13:25:57.346	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.057	-0.144	0.671	40.527	222.534	798.035	168.184	8.053	-171.359	18.587	-17.433	23.433	23.720	0.154	-0.362	0.909	0.136	10080.1.3	
13:25:57.482	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.037	0.031	1.910	-117.065	-65.308	775.269	168.316	-11.426	108.842	19.273	15.887	27.047	23.720	0.154	-0.362	0.909	0.136	10080.1.3	
13:25:57.548	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.132	0.021	-0.925	35.828	-37.537	694.153	-171.255	-11.223	31.273	19.273	15.887	27.047	23.720	0.154	-0.362	0.909	0.136	10080.1.3	
13:25:57.709	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.070	0.150	-0.982	0.366	11.169	593.079	-166.569	3.120	-33.135	19.273	15.887	27.047	23.720	-0.118	0.987	-0.103	0.030	10080.1.3	
