Time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	GyroX(°/s)	GyroY(°/s)	GyroZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	MagX(μt)	MagY(μt)	MagZ(μt)	Temp(℃)	Q0()	Q1()	Q2()	Q3()	Version number()	
13:25:32.754	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.026	-0.058	-1.025	-33.325	-2.869	-17.578	-177.413	-0.577	-144.404	-8.233	17.133	36.367	23.720	-0.001	0.308	-0.951	0.018	10080.1.3	
13:25:32.782	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.008	0.059	-1.013	-20.081	-13.733	-33.264	179.802	0.220	-141.790	-8.233	17.133	36.367	23.720	-0.001	0.308	-0.951	0.018	10080.1.3	
13:25:32.913	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.027	0.046	-0.905	-4.578	4.150	-31.189	178.171	0.731	-138.334	-14.933	12.433	37.153	23.720	-0.001	0.308	-0.951	0.018	10080.1.3	
13:25:32.981	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.052	0.003	-1.006	12.756	12.512	-39.246	178.726	-0.357	-134.346	-14.933	12.433	37.153	23.720	0.009	0.405	-0.914	-0.003	10080.1.3	
13:25:33.115	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.080	-0.072	-1.053	10.193	8.179	-31.128	-179.978	-1.379	-130.221	-14.933	12.433	37.153	23.720	0.009	0.405	-0.914	-0.003	10080.1.3	
13:25:33.184	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.011	0.021	-1.050	6.531	-6.897	-42.603	-179.022	-1.406	-126.425	-18.707	11.293	36.233	23.720	0.009	0.405	-0.914	-0.003	10080.1.3	
13:25:33.342	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.003	-0.095	-0.985	-12.451	-6.104	-36.682	-179.209	-0.720	-122.020	-18.707	11.293	36.233	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.387	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.023	-0.091	-0.941	-8.545	-6.165	-4.883	-179.731	0.099	-119.647	-18.707	11.293	36.233	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.498	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.027	0.046	-1.083	-17.517	-29.968	-7.385	178.753	1.104	-118.641	-19.74	7.907	37.207	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.589	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.000	0.137	-1.085	-10.620	-19.592	-13.123	176.479	2.983	-117.521	-19.74	7.907	37.207	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.699	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.209	0.131	-0.927	3.174	11.475	-28.809	175.941	3.571	-115.373	-19.74	7.907	37.207	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.812	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.606	0.028	-1.244	-15.930	51.453	-75.073	176.116	0.170	-110.012	-19.74	7.907	37.207	23.720	0.002	0.489	-0.872	0.006	10080.1.3	
13:25:33.901	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.893	-0.525	-1.508	38.391	75.439	-52.734	177.385	-5.960	-102.777	-19.74	7.907	37.207	23.720	0.041	0.622	-0.776	0.093	10080.1.3	
13:25:33.992	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.877	-4.247	-1.854	106.506	97.595	466.553	-167.036	-11.739	-111.824	-19.74	7.907	37.207	23.720	0.041	0.622	-0.776	0.093	10080.1.3	
13:25:34.103	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.365	-0.474	0.029	-208.801	-132.141	1173.340	-178.605	9.272	167.772	-14.1	19.36	30.193	23.720	0.041	0.622	-0.776	0.093	10080.1.3	
13:25:34.193	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.332	-0.269	-0.048	137.634	-136.353	1177.429	165.778	-2.538	46.972	-14.1	19.36	30.193	23.720	0.021	-0.986	0.151	-0.066	10080.1.3	
13:25:34.306	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.350	-0.246	-0.203	84.167	166.321	1175.537	-163.092	-2.390	-69.659	-14.1	19.36	30.193	23.720	0.021	-0.986	0.151	-0.066	10080.1.3	
13:25:34.396	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.371	-0.264	-0.215	-145.874	32.776	1174.072	-179.923	11.025	173.985	-21.193	7.213	28.36	23.720	0.021	-0.986	0.151	-0.066	10080.1.3	
13:25:34.531	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.361	-0.218	-0.521	36.682	-157.349	1171.997	167.953	-5.861	54.816	-21.193	7.213	28.36	23.720	0.008	0.998	0.014	0.066	10080.1.3	
13:25:34.601	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.335	-0.256	-0.576	84.595	72.327	1169.678	-168.591	-1.950	-61.545	-21.193	7.213	28.36	23.720	0.008	0.998	0.014	0.066	10080.1.3	
13:25:34.712	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.349	-0.273	-0.611	-68.237	86.792	1167.725	-176.446	7.289	-178.099	-7.8	13.82	27.887	23.720	0.008	0.998	0.014	0.066	10080.1.3	
13:25:34.802	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.357	-0.213	-0.733	-36.926	-97.534	1165.955	171.947	-2.972	62.963	-7.8	13.82	27.887	23.720	-0.014	-0.997	0.061	-0.037	10080.1.3	
13:25:34.917	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.333	-0.238	-0.692	76.660	-18.005	1164.063	-175.419	-1.835	-52.493	-7.8	13.82	27.887	23.720	-0.014	-0.997	0.061	-0.037	10080.1.3	
13:25:35.006	WT901BLE67(C1:7D:B8:9B:C4:D7)	-2.250	-0.270	-0.746	4.700	86.975	1162.048	-174.567	5.614	-165.773	-24.453	-2.38	32.887	23.720	-0.014	-0.997	0.061	-0.037	10080.1.3	
13:25:35.118	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.086	0.757	-11.512	299.866	244.995	1111.938	-179.083	-4.274	77.706	-24.453	-2.38	32.887	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.207	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.057	-0.081	-1.993	38.391	17.334	868.469	-172.612	1.390	-12.184	-24.453	-2.38	32.887	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.342	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.264	0.047	-0.868	-0.854	-10.193	818.420	178.627	8.240	-95.839	-27.78	-17.72	26.02	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.410	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.096	0.171	-1.162	6.409	15.320	732.422	172.782	0.104	-171.974	-27.78	-17.72	26.02	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.522	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.172	-0.011	-0.052	-11.414	-6.165	634.094	174.584	-9.212	121.284	-27.78	-17.72	26.02	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.612	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.000	-0.076	-1.223	-8.728	1.831	525.208	-174.029	-9.465	63.517	-27.78	-17.72	26.02	23.720	-0.051	0.962	0.270	-0.002	10080.1.3	
13:25:35.726	WT901BLE67(C1:7D:B8:9B:C4:D7)	-0.065	0.169	-0.940	-3.784	-1.465	461.670	-169.503	-2.499	15.397	-27.78	-17.72	26.02	23.720	0.088	-0.994	0.056	0.008	10080.1.3	
13:25:35.791	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.034	0.208	-1.006	0.061	2.319	362.976	-171.381	4.406	-25.983	-27.78	-17.72	26.02	23.720	0.088	-0.994	0.056	0.008	10080.1.3	
13:25:35.927	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.236	0.277	-0.998	-2.991	1.770	263.672	-175.963	7.493	-58.123	-19.88	-17.06	23.873	23.720	0.088	-0.994	0.056	0.008	10080.1.3	
13:25:35.998	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.225	0.010	-1.029	0.488	-1.709	195.923	179.703	7.707	-82.963	-19.88	-17.06	23.873	23.720	0.088	-0.994	0.056	0.008	10080.1.3	
13:25:36.131	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.218	0.021	-1.008	0.000	-0.183	104.370	177.413	6.630	-99.108	-19.88	-17.06	23.873	23.720	0.034	-0.678	0.732	0.056	10080.1.3	
13:25:36.197	WT901BLE67(C1:7D:B8:9B:C4:D7)	0.001	0.123	-0.997	0.061	-0.427	11.536	176.512	5.323	-106.617	-19.88	-17.06	23.873	23.720	0.034	-0.678	0.732	0.056	10080.1.3	
